Production_ID,Farm_ID,Farmer_ID,Date,Crop,Quantity_Ton,Unit_Price_VND,Revenue_VND,Cost_VND,Profit_VND,AI_Prediction_Accuracy,AI_Error_%,Disease_Risk,Weather_Risk,ESG_Score
P00450,FM092,F092,2025-04-05,Xoài,25.8,68167,1758708.6,919554,839154.6000000001,95,5.2,Medium,Medium,87
P00451,FM067,F067,2025-11-28,Thanh long,26.3,47486,1248881.8,776400,472481.80000000005,89,11.4,High,Low,86
P00452,FM087,F087,2025-09-27,Sầu riêng,41.2,56738,2337605.6,1100525,1237080.6,91,10.1,High,Medium,70
P00453,FM090,F090,2025-05-21,Lúa,5.4,48907,264097.8,163318,100779.79999999999,97,3.2,High,Low,91
P00454,FM087,F087,2025-04-17,Cà phê,27.7,75068,2079383.5999999999,1043027,1036356.5999999999,93,7.5,Medium,High,89
P00455,FM078,F078,2025-12-23,Cà phê,17.7,69611,1232114.7,812302,419812.69999999995,98,3.6,Medium,High,89
P00456,FM069,F069,2025-10-23,Xoài,37.4,60162,2250058.8,1551774,698284.7999999998,95,5.4,High,Medium,79
P00457,FM011,F011,2025-08-20,Sầu riêng,41.2,46773,1927047.6,1321955,605092.6000000001,93,8.3,Medium,High,91
P00458,FM062,F062,2025-04-24,Xoài,38.1,63214,2408453.4,1407879,1000574.3999999999,97,3.6,Low,Low,82
P00459,FM082,F082,2025-05-21,Xoài,27.0,46567,1257309.0,590092,667217.0,96,5.1,High,High,73
P00460,FM054,F054,2025-03-13,Lúa,43.0,42537,1829091.0,1248296,580795.0,97,3.6,Low,Medium,70
P00461,FM030,F030,2025-08-15,Lúa,35.5,54799,1945364.5,896426,1048938.5,97,4.4,High,Low,87
P00462,FM005,F005,2025-10-02,Lúa,11.6,12790,148364.0,92811,55553.0,89,11.8,High,Low,78
P00463,FM010,F010,2025-01-05,Xoài,6.9,19420,133998.0,72488,61510.0,92,9.6,High,Low,70
P00464,FM035,F035,2025-06-26,Lúa,43.8,42101,1844023.7999999998,1040681,803342.7999999998,96,4.8,High,High,90
P00465,FM068,F068,2025-04-05,Thanh long,27.5,16321,448827.5,281717,167110.5,92,9.1,High,Low,70
P00466,FM057,F057,2025-06-05,Xoài,47.0,30549,1435803.0,703820,731983.0,90,10.2,Medium,High,73
P00467,FM051,F051,2025-07-23,Xoài,49.9,52858,2637614.1999999997,1699056,938558.1999999997,89,12.2,Low,Low,78
P00468,FM066,F066,2025-04-24,Thanh long,28.1,72924,2049164.4000000001,1303398,745766.4000000001,92,9.4,High,Medium,77
P00469,FM077,F077,2025-03-09,Cà phê,21.7,79596,1727233.2,853969,873264.2,91,10.6,Low,Low,71
P00470,FM017,F017,2025-03-11,Thanh long,39.9,17639,703796.1,400056,303740.1,95,6.3,Low,Low,77
P00471,FM094,F094,2025-06-10,Thanh long,15.8,35688,563870.4,354329,209541.40000000002,90,10.1,Low,Low,77
P00472,FM011,F011,2025-02-11,Thanh long,41.6,15680,652288.0,294402,357886.0,96,5.8,High,High,89
P00473,FM063,F063,2025-01-03,Cà phê,45.3,82177,3722618.0999999996,2252477,1470141.0999999996,97,3.9,High,Medium,84
P00474,FM027,F027,2025-05-09,Xoài,27.7,55231,1529898.7,878860,651038.7,91,10.6,Low,High,73
P00475,FM044,F044,2025-12-13,Thanh long,27.0,64937,1753299.0,1170473,582826.0,98,3.0,Low,Medium,94
P00476,FM059,F059,2025-01-03,Xoài,20.5,59143,1212431.5,765036,447395.5,94,7.0,Low,Low,98
P00477,FM039,F039,2025-08-24,Cà phê,9.6,32214,309254.39999999997,147289,161965.39999999997,90,10.2,Low,Low,97
P00478,FM098,F098,2025-10-24,Sầu riêng,23.5,8630,202805.0,118001,84804.0,98,2.7,Medium,Low,84
P00479,FM086,F086,2025-03-25,Xoài,23.8,71222,1695083.6,911754,783329.6000000001,96,4.5,High,Medium,84
P00480,FM037,F037,2025-08-02,Lúa,8.4,46524,390801.60000000003,245807,144994.60000000003,98,2.0,Medium,Low,96
P00481,FM072,F072,2025-09-24,Cà phê,11.4,14069,160386.6,81685,78701.6,93,8.3,High,Medium,79
P00482,FM006,F006,2025-08-25,Lúa,16.7,37017,618183.9,349169,269014.9,92,8.9,Medium,Medium,95
P00483,FM070,F070,2025-03-06,Xoài,3.5,71761,251163.5,144924,106239.5,88,12.4,Low,High,78
P00484,FM027,F027,2025-08-12,Thanh long,4.6,55849,256905.4,166151,90754.4,93,7.6,Medium,High,94
P00485,FM019,F019,2025-02-17,Xoài,23.6,19830,467988.0,306840,161148.0,90,10.3,Low,Low,78
P00486,FM069,F069,2025-12-03,Thanh long,21.7,30696,666103.2,348153,317950.19999999995,96,6.0,Medium,High,93
P00487,FM004,F004,2025-04-10,Lúa,49.5,18983,939658.5,435997,503661.5,94,6.8,Medium,Medium,74
P00488,FM005,F005,2025-11-17,Sầu riêng,15.4,71668,1103687.2,594177,509510.19999999995,91,10.2,High,High,70
P00489,FM012,F012,2025-05-21,Cà phê,17.9,27393,490334.69999999995,281483,208851.69999999995,96,5.9,High,Medium,89
P00490,FM051,F051,2025-03-25,Cà phê,3.2,53931,172579.2,110112,62467.20000000001,93,7.5,High,Medium,71
P00491,FM034,F034,2025-01-05,Xoài,2.2,77396,170271.2,79554,90717.20000000001,92,8.5,Low,High,85
P00492,FM022,F022,2025-01-26,Lúa,44.9,20499,920405.1,529422,390983.1,93,7.5,High,Low,82
P00493,FM068,F068,2025-01-15,Thanh long,48.0,29690,1425120.0,701661,723459.0,88,13.9,High,High,75
P00494,FM039,F039,2025-02-15,Lúa,43.3,72138,3123575.4,1689845,1433730.4,94,6.6,Medium,Medium,70
P00495,FM007,F007,2025-10-25,Sầu riêng,27.1,60972,1652341.2000000002,960578,691763.2000000002,90,11.6,Medium,Medium,78
P00496,FM059,F059,2025-04-03,Thanh long,4.0,47681,190724.0,91925,98799.0,92,8.9,Medium,High,78
P00497,FM016,F016,2025-09-03,Xoài,49.6,30110,1493456.0,1020245,473211.0,96,4.5,Low,Medium,74
P00498,FM095,F095,2025-09-16,Cà phê,30.8,75315,2319702.0,1595907,723795.0,89,12.4,Medium,Medium,97
P00499,FM067,F067,2025-11-04,Thanh long,2.6,18277,47520.200000000004,26180,21340.200000000004,94,7.8,Low,Low,98
P00500,FM084,F084,2025-10-09,Thanh long,17.6,66138,1164028.8,627512,536516.8,94,6.1,Low,High,73
P00501,FM097,F097,2025-11-26,Lúa,38.6,43159,1665937.4000000001,1084114,581823.4000000001,96,5.6,High,Medium,87
P00502,FM028,F028,2025-02-20,Cà phê,15.2,59043,897453.6,441138,456315.6,93,8.3,Low,High,93
P00503,FM030,F030,2025-03-02,Cà phê,26.1,38671,1009313.1000000001,598267,411046.1000000001,89,12.3,Low,Low,94
P00504,FM052,F052,2025-12-18,Thanh long,33.3,12469,415217.69999999995,249753,165464.69999999995,89,12.3,Low,High,79
P00505,FM077,F077,2025-06-24,Xoài,44.8,65732,2944793.5999999996,1764119,1180674.5999999996,91,9.2,Medium,Medium,91
P00506,FM094,F094,2025-11-28,Sầu riêng,16.3,65061,1060494.3,706268,354226.30000000005,91,10.3,Low,High,81
P00507,FM087,F087,2025-06-26,Sầu riêng,2.3,16365,37639.5,19550,18089.5,91,10.7,Medium,Medium,81
P00508,FM008,F008,2025-07-09,Sầu riêng,11.6,41148,477316.8,311918,165398.8,96,5.0,Medium,High,82
P00509,FM025,F025,2025-11-03,Lúa,49.1,14662,719904.2000000001,348528,371376.20000000007,94,6.2,Low,Medium,91
P00510,FM040,F040,2025-08-02,Xoài,8.6,71576,615553.6,352582,262971.6,90,10.7,High,High,75
P00511,FM075,F075,2025-08-20,Sầu riêng,29.7,44552,1323194.4,901976,421218.3999999999,90,10.4,Medium,Medium,74
P00512,FM012,F012,2025-01-28,Xoài,25.6,71962,1842227.2000000002,1240364,601863.2000000002,90,10.2,Low,Medium,90
P00513,FM084,F084,2025-05-25,Lúa,35.0,10321,361235.0,241641,119594.0,94,6.8,Medium,Medium,88
P00514,FM001,F001,2025-05-25,Cà phê,13.4,25666,343924.4,190542,153382.40000000002,90,11.4,Medium,Low,87
P00515,FM096,F096,2025-12-09,Lúa,31.3,80043,2505345.9,1433650,1071695.9,97,4.4,Low,High,94
P00516,FM008,F008,2025-03-21,Cà phê,39.1,69840,2730744.0,1483430,1247314.0,90,10.8,Medium,High,76
P00517,FM021,F021,2025-09-02,Cà phê,16.6,54820,910012.0000000001,495542,414470.0000000001,94,7.2,High,High,78
P00518,FM028,F028,2025-01-12,Xoài,40.1,36907,1479970.7,853191,626779.7,95,6.1,Medium,Low,82
P00519,FM059,F059,2025-08-11,Lúa,46.6,50445,2350737.0,1314956,1035781.0,91,9.6,High,Low,77
P00520,FM072,F072,2025-11-19,Xoài,23.8,57004,1356695.2,639994,716701.2,93,8.0,High,High,86
P00521,FM013,F013,2025-05-05,Lúa,26.9,54328,1461423.2,920723,540700.2,97,3.1,Medium,High,83
P00522,FM081,F081,2025-05-17,Lúa,41.1,57199,2350878.9,1577271,773607.8999999999,94,7.1,High,Low,77
P00523,FM094,F094,2025-06-02,Lúa,13.7,73882,1012183.3999999999,511178,501005.3999999999,89,11.2,High,High,89
P00524,FM074,F074,2025-02-19,Lúa,17.9,57308,1025813.2,520607,505206.19999999995,94,6.6,Medium,Low,98
P00525,FM021,F021,2025-09-10,Sầu riêng,40.7,54582,2221487.4000000004,1172864,1048623.4000000004,89,12.9,High,Medium,87
P00526,FM090,F090,2025-08-11,Sầu riêng,29.6,59802,1770139.2000000002,842188,927951.2000000002,97,4.8,Low,High,83
P00527,FM088,F088,2025-12-05,Thanh long,19.9,63593,1265500.7,593078,672422.7,95,5.2,Medium,Low,76
P00528,FM014,F014,2025-02-24,Thanh long,29.3,46803,1371327.9000000001,860049,511278.90000000014,97,4.7,Medium,Medium,98
P00529,FM090,F090,2025-01-10,Thanh long,34.6,35916,1242693.6,595455,647238.6000000001,94,7.6,Low,Low,84
P00530,FM043,F043,2025-11-17,Lúa,16.3,22137,360833.10000000003,239540,121293.10000000003,93,8.9,Medium,High,85
P00531,FM098,F098,2025-01-14,Lúa,14.6,9667,141138.19999999998,95915,45223.19999999998,89,11.9,Medium,Medium,83
P00532,FM056,F056,2025-05-27,Lúa,29.4,53844,1583013.5999999999,883892,699121.5999999999,88,13.7,Medium,Medium,86
P00533,FM072,F072,2025-12-06,Xoài,42.4,42243,1791103.2,1096482,694621.2,97,3.3,High,Medium,97
P00534,FM064,F064,2025-06-22,Cà phê,12.7,29574,375589.8,204480,171109.8,88,12.4,Low,Medium,88
P00535,FM057,F057,2025-12-11,Cà phê,49.4,23535,1162629.0,806350,356279.0,95,6.7,Medium,Medium,79
P00536,FM071,F071,2025-03-26,Cà phê,37.2,63878,2376261.6,1589123,787138.6000000001,97,4.0,High,High,79
P00537,FM065,F065,2025-03-04,Xoài,6.6,71763,473635.8,282724,190911.8,90,11.7,Medium,High,70
P00538,FM009,F009,2025-12-22,Cà phê,7.9,8410,66439.0,45995,20444.0,91,9.7,Medium,Low,72
P00539,FM018,F018,2025-07-12,Xoài,2.6,24050,62530.0,37073,25457.0,95,5.3,Low,High,88
P00540,FM030,F030,2025-06-01,Thanh long,14.4,62603,901483.2000000001,630155,271328.20000000007,93,8.1,Medium,Medium,97
P00541,FM058,F058,2025-11-19,Lúa,17.7,76482,1353731.4,646449,707282.3999999999,96,5.1,High,High,91
P00542,FM057,F057,2025-09-07,Xoài,41.1,53432,2196055.2,1063882,1132173.2000000002,98,2.3,Low,High,73
P00543,FM073,F073,2025-12-19,Sầu riêng,24.9,68469,1704878.0999999999,786988,917890.0999999999,96,4.5,High,High,91
P00544,FM036,F036,2025-11-16,Sầu riêng,49.6,73009,3621246.4,2332270,1288976.4,93,7.6,Low,High,93
P00545,FM051,F051,2025-04-23,Lúa,15.3,16427,251333.1,115802,135531.1,96,5.9,Medium,High,93
P00546,FM097,F097,2025-05-02,Thanh long,11.8,63486,749134.8,519040,230094.80000000005,97,3.1,High,Low,78
P00547,FM088,F088,2025-02-15,Thanh long,19.1,57541,1099033.1,641275,457758.1000000001,92,8.5,Low,High,71
P00548,FM078,F078,2025-07-19,Xoài,46.0,19634,903164.0,481736,421428.0,95,5.1,Medium,Low,83
P00549,FM065,F065,2025-10-02,Thanh long,9.4,8664,81441.6,54379,27062.600000000006,88,13.4,Medium,Low,92
P00550,FM010,F010,2025-09-22,Cà phê,39.1,22575,882682.5,445611,437071.5,97,4.3,Low,Medium,91
P00551,FM048,F048,2025-06-02,Sầu riêng,15.3,75423,1153971.9000000001,604029,549942.9000000001,88,13.3,High,Medium,89
P00552,FM027,F027,2025-02-01,Lúa,44.4,66612,2957572.8,1532430,1425142.7999999998,91,10.4,Low,High,83
P00553,FM001,F001,2025-04-15,Cà phê,21.2,29531,626057.2,292136,333921.19999999995,90,10.6,Medium,Low,90
P00554,FM097,F097,2025-01-15,Cà phê,16.5,78639,1297543.5,727083,570460.5,92,9.6,Low,Low,73
P00555,FM028,F028,2025-08-14,Cà phê,15.9,20880,331992.0,194010,137982.0,97,3.6,Low,High,94
P00556,FM007,F007,2025-06-24,Thanh long,43.1,69016,2974589.6,2011792,962797.6000000001,97,4.0,Low,Medium,81
P00557,FM004,F004,2025-05-17,Thanh long,36.6,41703,1526329.8,767816,758513.8,96,5.4,Low,Medium,78
P00558,FM040,F040,2025-09-07,Xoài,35.6,35936,1279321.6,835018,444303.6000000001,95,6.3,Medium,Medium,80
P00559,FM001,F001,2025-08-19,Thanh long,20.8,21630,449904.0,263784,186120.0,90,10.2,Medium,High,84
P00560,FM077,F077,2025-08-18,Sầu riêng,32.5,84627,2750377.5,1539298,1211079.5,92,9.5,Medium,Medium,84
P00561,FM094,F094,2025-08-14,Xoài,26.5,84239,2232333.5,1552625,679708.5,94,6.6,Medium,High,78
P00562,FM055,F055,2025-12-02,Sầu riêng,17.7,14582,258101.4,141423,116678.4,90,11.2,Medium,Low,81
P00563,FM029,F029,2025-06-09,Xoài,33.1,42082,1392914.2,885857,507057.19999999995,89,11.3,High,Low,78
P00564,FM050,F050,2025-01-09,Sầu riêng,49.2,63074,3103240.8000000003,2099664,1003576.8000000003,95,6.1,Medium,High,82
P00565,FM015,F015,2025-05-16,Sầu riêng,9.3,29832,277437.60000000003,138751,138686.60000000003,94,7.5,Low,Low,75
P00566,FM059,F059,2025-09-03,Cà phê,20.2,38876,785295.2,540687,244608.19999999995,97,3.1,High,High,71
P00567,FM014,F014,2025-09-11,Xoài,35.3,73638,2599421.4,1180642,1418779.4,88,12.9,Medium,High,90
P00568,FM036,F036,2025-08-05,Xoài,19.1,18431,352032.10000000003,177158,174874.10000000003,94,6.1,Low,High,76
P00569,FM073,F073,2025-01-13,Xoài,46.2,77369,3574447.8000000003,1882025,1692422.8000000003,92,8.6,Medium,Low,94
P00570,FM072,F072,2025-02-03,Sầu riêng,19.6,60652,1188779.2000000002,803800,384979.2000000002,88,12.9,High,High,94
P00571,FM032,F032,2025-03-18,Xoài,42.4,68249,2893757.6,1751704,1142053.6,92,8.3,Medium,Medium,72
P00572,FM033,F033,2025-05-23,Thanh long,13.9,53834,748292.6,396097,352195.6,95,6.6,High,Medium,88
P00573,FM068,F068,2025-08-27,Cà phê,40.2,79883,3211296.6,1766838,1444458.6,90,10.7,Medium,Low,87
P00574,FM094,F094,2025-02-20,Xoài,38.7,8423,325970.10000000003,170370,155600.10000000003,93,7.5,High,Medium,95
P00575,FM089,F089,2025-02-26,Thanh long,37.8,57213,2162651.4,1309192,853459.3999999999,96,5.1,Medium,Low,92
P00576,FM084,F084,2025-02-12,Lúa,49.5,66644,3298878.0,2044287,1254591.0,96,5.6,High,Low,77
P00577,FM027,F027,2025-04-26,Xoài,8.4,30890,259476.0,136436,123040.0,90,10.6,Low,Low,95
P00578,FM087,F087,2025-09-17,Sầu riêng,35.9,58527,2101119.3,1014145,1086974.2999999998,90,10.7,High,Medium,83
P00579,FM012,F012,2025-02-04,Cà phê,22.7,23982,544391.4,291401,252990.40000000002,96,5.6,High,High,81
P00580,FM045,F045,2025-07-05,Thanh long,49.2,73090,3596028.0,2340479,1255549.0,95,6.6,High,High,85
P00581,FM070,F070,2025-07-11,Cà phê,37.5,28372,1063950.0,613505,450445.0,93,7.8,Medium,Low,80
P00582,FM054,F054,2025-06-12,Lúa,49.3,62433,3077946.9,1729967,1347979.9,93,9.0,High,High,72
P00583,FM003,F003,2025-03-13,Sầu riêng,13.5,33707,455044.5,253421,201623.5,90,10.4,Low,Medium,84
P00584,FM050,F050,2025-05-12,Thanh long,47.8,11589,553954.2,311011,242943.19999999995,91,10.6,Medium,Medium,83
P00585,FM072,F072,2025-03-28,Xoài,30.1,42220,1270822.0,877589,393233.0,97,4.2,High,High,89
P00586,FM034,F034,2025-03-06,Xoài,27.6,12466,344061.60000000003,190041,154020.60000000003,94,7.2,Medium,Low,83
P00587,FM034,F034,2025-08-04,Sầu riêng,8.8,80300,706640.0,417592,289048.0,88,13.3,Medium,Medium,87
P00588,FM019,F019,2025-07-20,Xoài,10.2,43727,446015.39999999997,290488,155527.39999999997,97,4.5,High,Low,91
P00589,FM043,F043,2025-09-28,Lúa,29.6,30650,907240.0,419877,487363.0,89,12.9,Medium,Low,93
P00590,FM086,F086,2025-07-04,Thanh long,49.1,80884,3971404.4,1984297,1987107.4,94,6.5,Low,High,79
P00591,FM034,F034,2025-01-18,Cà phê,10.9,51636,562832.4,304784,258048.40000000002,97,5.0,Low,Medium,86
P00592,FM058,F058,2025-08-11,Lúa,15.9,44175,702382.5,471746,230636.5,92,9.1,Low,Medium,78
P00593,FM016,F016,2025-09-28,Cà phê,31.0,34781,1078211.0,536359,541852.0,93,8.8,High,Low,72
P00594,FM096,F096,2025-09-12,Thanh long,45.7,50586,2311780.2,1113505,1198275.2000000002,88,12.7,Medium,Low,79
P00595,FM064,F064,2025-06-09,Cà phê,35.2,56838,2000697.6,1329209,671488.6000000001,98,3.1,Low,Medium,77
P00596,FM033,F033,2025-03-24,Sầu riêng,47.9,50279,2408364.1,1427580,980784.1000000001,94,6.2,Low,High,84
P00597,FM028,F028,2025-12-13,Lúa,32.2,48294,1555066.8,981716,573350.8,96,6.0,Low,Medium,78
P00598,FM026,F026,2025-08-20,Cà phê,35.2,39555,1392336.0,856239,536097.0,90,10.5,Medium,Medium,82
P00599,FM021,F021,2025-10-08,Cà phê,38.4,71098,2730163.1999999997,1304313,1425850.1999999997,96,5.8,Low,Medium,86
P00600,FM035,F035,2025-09-28,Thanh long,18.0,54602,982836.0,611249,371587.0,94,7.2,High,Low,98
P00601,FM070,F070,2025-02-28,Thanh long,10.5,78250,821625.0,531326,290299.0,94,6.2,Low,Medium,87
P00602,FM048,F048,2025-02-27,Sầu riêng,7.3,28765,209984.5,131715,78269.5,91,9.9,Medium,High,79
P00603,FM086,F086,2025-07-11,Xoài,19.1,37036,707387.6000000001,452386,255001.6000000001,92,8.2,Medium,High,88
P00604,FM073,F073,2025-10-02,Thanh long,25.0,36577,914425.0,523470,390955.0,88,13.1,High,Low,93
P00605,FM042,F042,2025-02-23,Cà phê,14.1,18186,256422.6,138500,117922.6,92,8.1,High,High,86
P00606,FM054,F054,2025-08-13,Lúa,3.7,34918,129196.6,58993,70203.6,90,10.2,Low,High,82
P00607,FM081,F081,2025-12-26,Xoài,47.3,26559,1256240.7,785704,470536.69999999995,92,8.8,Low,High,85
P00608,FM038,F038,2025-08-23,Xoài,23.1,9613,222060.30000000002,109718,112342.30000000002,92,9.6,Low,Medium,78
P00609,FM028,F028,2025-08-22,Cà phê,37.9,53551,2029582.9,1259813,769769.8999999999,97,4.6,Medium,Medium,98
P00610,FM058,F058,2025-01-22,Lúa,20.2,38775,783255.0,406064,377191.0,95,5.5,Low,Medium,86
P00611,FM019,F019,2025-05-15,Xoài,7.7,27226,209640.2,108754,100886.20000000001,94,6.7,Medium,High,93
P00612,FM040,F040,2025-12-20,Thanh long,41.3,55866,2307265.8,1227100,1080165.7999999998,90,11.7,High,Low,87
P00613,FM064,F064,2025-12-01,Xoài,24.7,27479,678731.2999999999,431246,247485.29999999993,97,4.0,Low,Medium,78
P00614,FM063,F063,2025-09-10,Thanh long,23.2,28980,672336.0,385435,286901.0,91,10.7,High,Medium,89
P00615,FM067,F067,2025-11-10,Cà phê,43.0,14624,628832.0,386540,242292.0,94,6.5,High,Medium,73
P00616,FM041,F041,2025-02-11,Lúa,42.4,52194,2213025.6,1518101,694924.6000000001,94,7.2,Medium,High,81
P00617,FM076,F076,2025-11-27,Lúa,49.8,13423,668465.3999999999,420582,247883.3999999999,90,11.4,Low,High,87
P00618,FM079,F079,2025-06-27,Thanh long,36.7,71139,2610801.3000000003,1333353,1277448.3000000003,94,7.5,Low,Low,76
P00619,FM055,F055,2025-05-22,Xoài,20.0,60948,1218960.0,805509,413451.0,95,5.3,High,High,80
P00620,FM015,F015,2025-05-08,Thanh long,6.2,24442,151540.4,84614,66926.4,98,3.5,Medium,Medium,74
P00621,FM032,F032,2025-05-02,Sầu riêng,27.5,16037,441017.5,221721,219296.5,97,3.5,Medium,High,93
P00622,FM086,F086,2025-08-15,Sầu riêng,23.7,27436,650233.2,438390,211843.19999999995,98,3.5,High,Medium,78
P00623,FM033,F033,2025-09-02,Xoài,12.3,48540,597042.0,315251,281791.0,93,8.6,Low,High,79
P00624,FM043,F043,2025-11-04,Cà phê,34.5,29789,1027720.5,486948,540772.5,94,7.4,Low,Medium,73
P00625,FM075,F075,2025-11-08,Lúa,8.9,51612,459346.80000000005,238003,221343.80000000005,92,9.4,Medium,Medium,70
P00626,FM089,F089,2025-09-07,Sầu riêng,34.2,33006,1128805.2000000002,767956,360849.2000000002,91,9.3,High,High,97
P00627,FM091,F091,2025-12-28,Thanh long,43.2,9205,397656.0,230274,167382.0,97,3.2,Medium,Low,94
P00628,FM020,F020,2025-11-27,Cà phê,21.7,42798,928716.6,502858,425858.6,88,12.0,Medium,High,73
P00629,FM057,F057,2025-04-18,Cà phê,16.4,51365,842385.9999999999,532355,310030.9999999999,91,10.9,Medium,Medium,85
P00630,FM077,F077,2025-10-14,Thanh long,2.6,33979,88345.40000000001,46991,41354.40000000001,97,3.9,High,High,85
P00631,FM067,F067,2025-06-15,Sầu riêng,35.4,82685,2927049.0,1940029,987020.0,95,5.4,High,Medium,74
P00632,FM024,F024,2025-08-10,Cà phê,10.8,48548,524318.4,278381,245937.40000000002,91,9.6,High,Low,87
P00633,FM020,F020,2025-03-14,Lúa,14.9,79205,1180154.5,675697,504457.5,90,11.6,Medium,High,70
P00634,FM039,F039,2025-01-09,Xoài,29.2,37791,1103497.2,714442,389055.19999999995,94,6.9,High,Low,93
P00635,FM060,F060,2025-01-17,Cà phê,22.0,81801,1799622.0,822911,976711.0,96,4.5,Low,High,78
P00636,FM091,F091,2025-08-23,Thanh long,37.2,72709,2704774.8000000003,1290878,1413896.8000000003,98,2.4,Low,Medium,78
P00637,FM075,F075,2025-03-02,Thanh long,46.5,49325,2293612.5,1393218,900394.5,98,2.4,Low,Medium,94
P00638,FM020,F020,2025-05-12,Cà phê,46.6,73538,3426870.8000000003,2223800,1203070.8000000003,89,11.7,Medium,Low,83
P00639,FM054,F054,2025-02-19,Xoài,47.5,34704,1648440.0,1125980,522460.0,90,11.8,High,High,91
P00640,FM013,F013,2025-09-11,Cà phê,12.6,42558,536230.7999999999,308292,227938.79999999993,94,6.2,High,Low,92
P00641,FM072,F072,2025-08-09,Sầu riêng,3.1,60961,188979.1,98031,90948.1,94,6.3,High,Low,86
P00642,FM069,F069,2025-02-05,Xoài,38.6,40001,1544038.6,856658,687380.6000000001,98,2.2,Low,High,98
P00643,FM004,F004,2025-07-19,Sầu riêng,4.9,16430,80507.0,42279,38228.0,92,9.8,Low,Low,77
P00644,FM076,F076,2025-11-27,Xoài,20.4,59950,1222980.0,725087,497893.0,88,13.0,Medium,Medium,83
P00645,FM083,F083,2025-08-13,Sầu riêng,27.4,44484,1218861.5999999999,786425,432436.59999999986,88,13.7,Low,Medium,72
P00646,FM073,F073,2025-08-05,Thanh long,29.0,73763,2139127.0,1425684,713443.0,92,8.8,Low,Medium,93
P00647,FM050,F050,2025-06-18,Xoài,44.0,50700,2230800.0,1469466,761334.0,91,10.6,Medium,Medium,77
P00648,FM014,F014,2025-06-25,Thanh long,13.5,71089,959701.5,633546,326155.5,90,10.7,Medium,High,86
P00649,FM039,F039,2025-02-21,Thanh long,44.3,77736,3443704.8,1775218,1668486.7999999998,94,7.0,Medium,High,75
P00650,FM046,F046,2025-06-25,Sầu riêng,2.1,20516,43083.6,23519,19564.6,95,5.3,Medium,Low,71
P00651,FM093,F093,2025-01-18,Lúa,49.2,79502,3911498.4000000004,1913391,1998107.4000000004,98,2.2,High,Medium,75
P00652,FM001,F001,2025-06-17,Thanh long,24.2,65942,1595796.4,939993,655803.3999999999,90,11.5,Medium,Low,83
P00653,FM064,F064,2025-12-20,Lúa,43.8,77803,3407771.4,1928790,1478981.4,93,8.4,High,High,91
P00654,FM036,F036,2025-01-24,Thanh long,22.0,9998,219956.0,103393,116563.0,94,6.2,Low,High,77
P00655,FM077,F077,2025-10-03,Cà phê,48.6,28123,1366777.8,941721,425056.80000000005,93,7.2,Low,Medium,79
P00656,FM001,F001,2025-12-08,Lúa,27.3,54154,1478404.2,995983,482421.19999999995,98,2.2,Medium,High,86
P00657,FM078,F078,2025-07-07,Sầu riêng,35.4,19888,704035.2,436760,267275.19999999995,91,10.4,High,Low,81
P00658,FM068,F068,2025-08-01,Sầu riêng,48.5,31501,1527798.5,989036,538762.5,98,2.4,Medium,Medium,78
P00659,FM061,F061,2025-09-19,Xoài,21.9,17039,373154.1,168721,204433.09999999998,90,10.8,Medium,Medium,97
P00660,FM088,F088,2025-05-01,Lúa,17.8,24876,442792.80000000005,228482,214310.80000000005,88,13.0,Low,High,79
P00661,FM075,F075,2025-07-18,Xoài,28.9,12083,349198.7,190991,158207.7,91,10.8,Medium,High,87
P00662,FM019,F019,2025-05-16,Xoài,2.5,38098,95245.0,43367,51878.0,89,12.0,Medium,Medium,98
P00663,FM096,F096,2025-05-23,Xoài,4.4,33304,146537.6,85660,60877.600000000006,90,11.8,Low,Low,74
P00664,FM025,F025,2025-01-19,Thanh long,38.4,10886,418022.39999999997,196033,221989.39999999997,93,8.8,Medium,Low,82
P00665,FM015,F015,2025-07-25,Xoài,27.8,41433,1151837.4000000001,736305,415532.40000000014,92,9.2,Low,Low,71
P00666,FM068,F068,2025-05-21,Cà phê,14.2,25533,362568.6,250628,111940.59999999998,93,7.1,Medium,Medium,90
P00667,FM019,F019,2025-04-27,Cà phê,11.0,41726,458986.0,229361,229625.0,91,9.3,Medium,Low,72
P00668,FM006,F006,2025-03-28,Sầu riêng,45.5,80476,3661658.0,1660855,2000803.0,92,8.7,Medium,High,88
P00669,FM045,F045,2025-02-22,Xoài,46.8,8984,420451.19999999995,201186,219265.19999999995,97,4.0,Medium,Low,77
P00670,FM080,F080,2025-03-08,Lúa,21.2,23846,505535.2,264226,241309.2,94,7.7,Medium,Low,96
P00671,FM032,F032,2025-06-17,Thanh long,3.0,19992,59976.0,27539,32437.0,88,13.7,Medium,High,76
P00672,FM003,F003,2025-12-13,Lúa,25.8,83412,2152029.6,1426255,725774.6000000001,89,11.8,High,High,74
P00673,FM052,F052,2025-03-08,Lúa,38.8,25665,995801.9999999999,583431,412370.9999999999,91,10.8,High,Low,84
P00674,FM045,F045,2025-07-01,Xoài,34.8,65717,2286951.5999999996,1134157,1152794.5999999996,89,11.5,Medium,Low,92
P00675,FM026,F026,2025-12-14,Lúa,5.0,34772,173860.0,95088,78772.0,94,8.0,High,High,72
P00676,FM064,F064,2025-04-17,Thanh long,42.2,74960,3163312.0,1652793,1510519.0,93,7.0,Medium,Low,89
